,Unnamed: 0_x,Unnamed: 0.1,date_implement,policy,metric_change,state,policy_type,Unnamed: 0_y,stateName,CEN_stateCode,CEN_Bachelor's Degree or Higher,CEN_Employment Rate,CEN_Hispanic or Latino (of any race),CEN_Median Household Income,CEN_Total Employer Establishments,CEN_Total Households,CEN_Total Housing Units,CEN_Total Population,CEN_Unnamed: 0,CEN_Unnamed: 0.1,CEN_Without Health Care Coverage,CP_0_diff,CP_1_diff,CP_2_diff,FD_adminAndFireResponse,FD_fireResponseOnly,FD_lessThan10kCitizens,FD_moreThan10kCitizens,FD_totalFireDepartments,HB_bed_For-Profit,HB_bed_Non-Profit,HB_bed_State/Local Government,HB_bed_Total,OB_Prevalence,S1_people_fully_vaccinated,S1_people_fully_vaccinated_per_hundred,S1_people_vaccinated,S1_people_vaccinated_per_hundred,S2_people_fully_vaccinated,S2_people_fully_vaccinated_per_hundred,S2_people_vaccinated,S2_people_vaccinated_per_hundred,S3_people_fully_vaccinated,S3_people_fully_vaccinated_per_hundred,S3_people_vaccinated,S3_people_vaccinated_per_hundred,S4_people_fully_vaccinated,S4_people_fully_vaccinated_per_hundred,S4_people_vaccinated,S4_people_vaccinated_per_hundred,SP_Governor Political Affiliation,SP_State Attorney General Political Affiliation,SP_State House Majority Political Affiliation,SP_State Senate Majority Political Affiliation
10,10,10,2020-06-01,C5_Close public transport,-2.0,Alaska,0,1.0,Alaska,AK,30.2,59.3,49824.0,75463.0,21399.0,252199.0,326200.0,733391.0,1.0,0.0,12.2,230.0,353.0,655.0,181.0,0.0,181.0,8.0,189.0,0.36,1.55,0.29,2.2,31.9,57117.0,7.81,126381.0,17.28,268405.0,36.69,312535.0,42.72,335664.0,45.88,381619.0,52.17,391118.0,53.46,446329.0,61.01,0.0,0.0,0.0,0.0
11,11,11,2020-03-22,C6_Stay at home requirements,2.0,Alaska,0,1.0,Alaska,AK,30.2,59.3,49824.0,75463.0,21399.0,252199.0,326200.0,733391.0,1.0,0.0,12.2,230.0,353.0,655.0,181.0,0.0,181.0,8.0,189.0,0.36,1.55,0.29,2.2,31.9,57117.0,7.81,126381.0,17.28,268405.0,36.69,312535.0,42.72,335664.0,45.88,381619.0,52.17,391118.0,53.46,446329.0,61.01,0.0,0.0,0.0,0.0
12,12,12,2020-04-24,C6_Stay at home requirements,-1.0,Alaska,0,1.0,Alaska,AK,30.2,59.3,49824.0,75463.0,21399.0,252199.0,326200.0,733391.0,1.0,0.0,12.2,230.0,353.0,655.0,181.0,0.0,181.0,8.0,189.0,0.36,1.55,0.29,2.2,31.9,57117.0,7.81,126381.0,17.28,268405.0,36.69,312535.0,42.72,335664.0,45.88,381619.0,52.17,391118.0,53.46,446329.0,61.01,0.0,0.0,0.0,0.0
13,13,13,2020-03-16,C7_Restrictions on internal movement,1.0,Alaska,0,1.0,Alaska,AK,30.2,59.3,49824.0,75463.0,21399.0,252199.0,326200.0,733391.0,1.0,0.0,12.2,230.0,353.0,655.0,181.0,0.0,181.0,8.0,189.0,0.36,1.55,0.29,2.2,31.9,57117.0,7.81,126381.0,17.28,268405.0,36.69,312535.0,42.72,335664.0,45.88,381619.0,52.17,391118.0,53.46,446329.0,61.01,0.0,0.0,0.0,0.0
14,14,14,2020-04-24,C7_Restrictions on internal movement,-1.0,Alaska,0,1.0,Alaska,AK,30.2,59.3,49824.0,75463.0,21399.0,252199.0,326200.0,733391.0,1.0,0.0,12.2,230.0,353.0,655.0,181.0,0.0,181.0,8.0,189.0,0.36,1.55,0.29,2.2,31.9,57117.0,7.81,126381.0,17.28,268405.0,36.69,312535.0,42.72,335664.0,45.88,381619.0,52.17,391118.0,53.46,446329.0,61.01,0.0,0.0,0.0,0.0
15,15,15,2020-03-02,C8_International travel controls,3.0,Alaska,0,1.0,Alaska,AK,30.2,59.3,49824.0,75463.0,21399.0,252199.0,326200.0,733391.0,1.0,0.0,12.2,230.0,353.0,655.0,181.0,0.0,181.0,8.0,189.0,0.36,1.55,0.29,2.2,31.9,57117.0,7.81,126381.0,17.28,268405.0,36.69,312535.0,42.72,335664.0,45.88,381619.0,52.17,391118.0,53.46,446329.0,61.01,0.0,0.0,0.0,0.0
16,16,16,2020-01-08,H1_Public information campaigns,1.0,Alaska,0,1.0,Alaska,AK,30.2,59.3,49824.0,75463.0,21399.0,252199.0,326200.0,733391.0,1.0,0.0,12.2,230.0,353.0,655.0,181.0,0.0,181.0,8.0,189.0,0.36,1.55,0.29,2.2,31.9,57117.0,7.81,126381.0,17.28,268405.0,36.69,312535.0,42.72,335664.0,45.88,381619.0,52.17,391118.0,53.46,446329.0,61.01,0.0,0.0,0.0,0.0
17,17,17,2020-01-21,H2_Testing policy,1.0,Alaska,0,1.0,Alaska,AK,30.2,59.3,49824.0,75463.0,21399.0,252199.0,326200.0,733391.0,1.0,0.0,12.2,230.0,353.0,655.0,181.0,0.0,181.0,8.0,189.0,0.36,1.55,0.29,2.2,31.9,57117.0,7.81,126381.0,17.28,268405.0,36.69,312535.0,42.72,335664.0,45.88,381619.0,52.17,391118.0,53.46,446329.0,61.01,0.0,0.0,0.0,0.0
18,18,18,2020-01-21,H3_Contact tracing,1.0,Alaska,0,1.0,Alaska,AK,30.2,59.3,49824.0,75463.0,21399.0,252199.0,326200.0,733391.0,1.0,0.0,12.2,230.0,353.0,655.0,181.0,0.0,181.0,8.0,189.0,0.36,1.55,0.29,2.2,31.9,57117.0,7.81,126381.0,17.28,268405.0,36.69,312535.0,42.72,335664.0,45.88,381619.0,52.17,391118.0,53.46,446329.0,61.01,0.0,0.0,0.0,0.0
19,19,19,2020-07-03,H3_Contact tracing,-1.0,Alaska,0,1.0,Alaska,AK,30.2,59.3,49824.0,75463.0,21399.0,252199.0,326200.0,733391.0,1.0,0.0,12.2,230.0,353.0,655.0,181.0,0.0,181.0,8.0,189.0,0.36,1.55,0.29,2.2,31.9,57117.0,7.81,126381.0,17.28,268405.0,36.69,312535.0,42.72,335664.0,45.88,381619.0,52.17,391118.0,53.46,446329.0,61.01,0.0,0.0,0.0,0.0
20,20,20,2020-04-04,H6_Facial Coverings,1.0,Alaska,0,1.0,Alaska,AK,30.2,59.3,49824.0,75463.0,21399.0,252199.0,326200.0,733391.0,1.0,0.0,12.2,230.0,353.0,655.0,181.0,0.0,181.0,8.0,189.0,0.36,1.55,0.29,2.2,31.9,57117.0,7.81,126381.0,17.28,268405.0,36.69,312535.0,42.72,335664.0,45.88,381619.0,52.17,391118.0,53.46,446329.0,61.01,0.0,0.0,0.0,0.0
21,21,21,2020-06-29,H6_Facial Coverings,2.0,Alaska,0,1.0,Alaska,AK,30.2,59.3,49824.0,75463.0,21399.0,252199.0,326200.0,733391.0,1.0,0.0,12.2,230.0,353.0,655.0,181.0,0.0,181.0,8.0,189.0,0.36,1.55,0.29,2.2,31.9,57117.0,7.81,126381.0,17.28,268405.0,36.69,312535.0,42.72,335664.0,45.88,381619.0,52.17,391118.0,53.46,446329.0,61.01,0.0,0.0,0.0,0.0
22,22,22,2020-12-15,H7_Vaccination policy,1.0,Alaska,0,1.0,Alaska,AK,30.2,59.3,49824.0,75463.0,21399.0,252199.0,326200.0,733391.0,1.0,0.0,12.2,230.0,353.0,655.0,181.0,0.0,181.0,8.0,189.0,0.36,1.55,0.29,2.2,31.9,57117.0,7.81,126381.0,17.28,268405.0,36.69,312535.0,42.72,335664.0,45.88,381619.0,52.17,391118.0,53.46,446329.0,61.01,0.0,0.0,0.0,0.0
23,23,0,2020-03-13,C1_School closing,1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
24,24,1,2020-08-16,C1_School closing,-1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
25,25,2,2020-03-12,C2_Workplace closing,1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
26,26,3,2020-04-30,C2_Workplace closing,-1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
27,27,4,2020-03-13,C3_Cancel public events,1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
28,28,5,2020-06-06,C3_Cancel public events,-1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
29,29,6,2020-03-17,C4_Restrictions on gatherings,3.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
30,30,7,2020-03-19,C4_Restrictions on gatherings,1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
31,31,8,2020-05-21,C4_Restrictions on gatherings,-4.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
32,32,9,2020-03-24,C5_Close public transport,1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
33,33,10,2020-08-28,C5_Close public transport,-1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
34,34,11,2020-03-24,C6_Stay at home requirements,2.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
35,35,12,2020-06-20,C6_Stay at home requirements,-1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
36,36,13,2020-03-16,C7_Restrictions on internal movement,1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
37,37,14,2020-03-02,C8_International travel controls,3.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
38,38,15,2020-03-10,H1_Public information campaigns,2.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
39,39,16,2020-01-21,H2_Testing policy,1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
40,40,17,2020-03-02,H2_Testing policy,-1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
41,41,18,2020-03-06,H2_Testing policy,2.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
42,42,19,2020-01-21,H3_Contact tracing,1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
43,43,20,2020-10-23,H3_Contact tracing,-1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
44,44,21,2020-04-04,H6_Facial Coverings,1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
45,45,22,2020-05-01,H6_Facial Coverings,2.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
46,46,23,2020-12-15,H7_Vaccination policy,1.0,Alabama,0,0.0,Alabama,AL,26.3,54.7,264047.0,51734.0,100731.0,1897576.0,2288330.0,5024279.0,0.0,0.0,9.7,222.0,387.0,625.0,783.0,20.0,803.0,87.0,890.0,0.87,0.81,1.42,3.11,39.0,219639.0,4.48,567505.0,11.57,1334176.0,27.21,1687875.0,34.42,1802279.0,36.76,2368289.0,48.3,2243092.0,45.75,2740397.0,55.89,0.0,0.0,0.0,0.0
47,47,0,2020-03-12,C1_School closing,1.0,Arkansas,0,3.0,Arkansas,AR,23.3,55.2,256847.0,48952.0,67243.0,1163647.0,1365265.0,3011524.0,3.0,0.0,9.1,227.0,391.0,610.0,672.0,20.0,692.0,56.0,748.0,0.63,2.14,0.26,3.03,36.4,130637.0,4.33,338611.0,11.22,914312.0,30.3,1168568.0,38.72,1211140.0,40.13,1573166.0,52.13,1471272.0,48.75,1788415.0,59.26,0.0,0.0,0.0,0.0
48,48,1,2020-03-17,C1_School closing,2.0,Arkansas,0,3.0,Arkansas,AR,23.3,55.2,256847.0,48952.0,67243.0,1163647.0,1365265.0,3011524.0,3.0,0.0,9.1,227.0,391.0,610.0,672.0,20.0,692.0,56.0,748.0,0.63,2.14,0.26,3.03,36.4,130637.0,4.33,338611.0,11.22,914312.0,30.3,1168568.0,38.72,1211140.0,40.13,1573166.0,52.13,1471272.0,48.75,1788415.0,59.26,0.0,0.0,0.0,0.0
49,49,2,2020-08-24,C1_School closing,-1.0,Arkansas,0,3.0,Arkansas,AR,23.3,55.2,256847.0,48952.0,67243.0,1163647.0,1365265.0,3011524.0,3.0,0.0,9.1,227.0,391.0,610.0,672.0,20.0,692.0,56.0,748.0,0.63,2.14,0.26,3.03,36.4,130637.0,4.33,338611.0,11.22,914312.0,30.3,1168568.0,38.72,1211140.0,40.13,1573166.0,52.13,1471272.0,48.75,1788415.0,59.26,0.0,0.0,0.0,0.0
50,50,3,2020-03-12,C2_Workplace closing,1.0,Arkansas,0,3.0,Arkansas,AR,23.3,55.2,256847.0,48952.0,67243.0,1163647.0,1365265.0,3011524.0,3.0,0.0,9.1,227.0,391.0,610.0,672.0,20.0,692.0,56.0,748.0,0.63,2.14,0.26,3.03,36.4,130637.0,4.33,338611.0,11.22,914312.0,30.3,1168568.0,38.72,1211140.0,40.13,1573166.0,52.13,1471272.0,48.75,1788415.0,59.26,0.0,0.0,0.0,0.0
51,51,4,2020-11-17,C2_Workplace closing,-1.0,Arkansas,0,3.0,Arkansas,AR,23.3,55.2,256847.0,48952.0,67243.0,1163647.0,1365265.0,3011524.0,3.0,0.0,9.1,227.0,391.0,610.0,672.0,20.0,692.0,56.0,748.0,0.63,2.14,0.26,3.03,36.4,130637.0,4.33,338611.0,11.22,914312.0,30.3,1168568.0,38.72,1211140.0,40.13,1573166.0,52.13,1471272.0,48.75,1788415.0,59.26,0.0,0.0,0.0,0.0
